Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
San Sebastián,Basque Country,Spain,City,43.317915,-1.959563,1000000,Euro,Roman Catholic,"Pintxos, Bacalao al pil-pil",Spanish (and Basque),Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A coastal city known for its beautiful beaches, delicious pintxos, and vibrant atmosphere.","Renowned for its food scene, with pristine beaches and picturesque Old Town streets.",,,20,1,Winter,0.951851852,4,25,0.252873563,0.655172414,0,0.111111111
Rothenburg ob der Tauber,Bavaria,Germany,Town,49.443589,10.090444,1000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A medieval town famous for its well-preserved walls, half-timbered houses, and Christmas markets.","A fairy-tale destination with cobblestone streets, medieval architecture, and vibrant festivals.",13.842,90529,20,1,Autumn,0.475274725,14,15,0.375095786,0.655172414,0,0.481481481
Rothenburg ob der Tauber,Bavaria,Germany,Town,49.443589,10.090444,1000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A medieval town famous for its well-preserved walls, half-timbered houses, and Christmas markets.","A fairy-tale destination with cobblestone streets, medieval architecture, and vibrant festivals.",13.842,90529,20,1,Spring,0.381793478,15,14,0.387318008,0.655172414,0,0.518518519
Rothenburg ob der Tauber,Bavaria,Germany,Town,49.443589,10.090444,1000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A medieval town famous for its well-preserved walls, half-timbered houses, and Christmas markets.","A fairy-tale destination with cobblestone streets, medieval architecture, and vibrant festivals.",13.842,90529,20,1,Summer,0.441123188,13,16,0.362873563,0.655172414,0,0.444444444
Rothenburg ob der Tauber,Bavaria,Germany,Town,49.443589,10.090444,1000000,Euro,Protestant,"Käsespätzle, Maultaschen, Zwiebelrostbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A medieval town famous for its well-preserved walls, half-timbered houses, and Christmas markets.","A fairy-tale destination with cobblestone streets, medieval architecture, and vibrant festivals.",13.842,90529,20,1,Winter,0.706481481,12,17,0.350651341,0.655172414,0,0.407407407
Vladivostok,Primorsky Krai,Russia,City,43.565133,131.885929,1000000,Russian Ruble (RUB),Russian Orthodox,"Borscht, Pelmeni, Blini",Russian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Port city on the Pacific Ocean known for seafood, museums, and scenic views.",Offers stunning coastal landscapes and a unique cultural experience.,,,20,1,,,14,,0.375095786,0.655172414,0,0.481481481
Interlaken,Bern,Switzerland,Town,46.680278,7.855833,1000000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Popular resort town known for outdoor activities.,"A popular resort town in the Bernese Alps, known for its outdoor activities like hiking, skiing, and paragliding.",76.19855,73175.65,20,1,Autumn,0.412545788,21,8,0.460651341,0.655172414,0,0.740740741
Interlaken,Bern,Switzerland,Town,46.680278,7.855833,1000000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Popular resort town known for outdoor activities.,"A popular resort town in the Bernese Alps, known for its outdoor activities like hiking, skiing, and paragliding.",76.19855,73175.65,20,1,Spring,0.259057971,24,5,0.497318008,0.655172414,0,0.851851852
Interlaken,Bern,Switzerland,Town,46.680278,7.855833,1000000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Popular resort town known for outdoor activities.,"A popular resort town in the Bernese Alps, known for its outdoor activities like hiking, skiing, and paragliding.",76.19855,73175.65,20,1,Summer,0.338315217,19,10,0.436206897,0.655172414,0,0.666666667
Interlaken,Bern,Switzerland,Town,46.680278,7.855833,1000000,Swiss franc (CHF),Protestant,"Fondue, Rösti, Raclette","German, French",Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Popular resort town known for outdoor activities.,"A popular resort town in the Bernese Alps, known for its outdoor activities like hiking, skiing, and paragliding.",76.19855,73175.65,20,1,Winter,0.463888889,21,8,0.460651341,0.655172414,0,0.740740741
Bodrum,Aegean Region,Turkey,Town,37.134596,27.384188,1000000,Turkish lira (TRY),Muslim,"Kebab, Baklava, Dolma",Turkish,Spring (Apr-May) or Fall (Sep-Oct),Medium-high,Generally safe,Coastal town known for beaches and ancient ruins.,"A popular coastal town known for its beaches, nightlife, and ancient ruins.",,,20,1,,,14,,0.375095786,0.655172414,0,0.481481481
Odessa,Odesa Oblast,Ukraine,City,46.483333,30.733333,1000000,Ukrainian hryvnia (UAH),Ukrainian Orthodox,"Borscht, Varenyky, Salo",Ukrainian,Spring (May-June) or Fall (Sep-Oct),Medium,"Generally safe, but be aware of potential risks",Coastal city known for beaches and vibrant nightlife.,"A coastal city on the Black Sea, known for its beaches, opera house, and vibrant nightlife.",7.6,,20,4,,,14,,0.622595786,0.655172414,0.75,0.481481481
Cambridge,England,United Kingdom,City,52.204772,0.120972,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its historic colleges, museums, and botanic gardens.","A university city known for its historic colleges, museums, and botanic gardens.",,,20,1,Autumn,0.47481685,15,14,0.387318008,0.655172414,0,0.518518519
Cambridge,England,United Kingdom,City,52.204772,0.120972,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its historic colleges, museums, and botanic gardens.","A university city known for its historic colleges, museums, and botanic gardens.",,,20,1,Spring,0.341485507,18,11,0.423984674,0.655172414,0,0.62962963
Cambridge,England,United Kingdom,City,52.204772,0.120972,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its historic colleges, museums, and botanic gardens.","A university city known for its historic colleges, museums, and botanic gardens.",,,20,1,Summer,0.145380435,25,4,0.50954023,0.655172414,0,0.888888889
Cambridge,England,United Kingdom,City,52.204772,0.120972,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its historic colleges, museums, and botanic gardens.","A university city known for its historic colleges, museums, and botanic gardens.",,,20,1,Winter,0.934259259,5,24,0.265095786,0.655172414,0,0.148148148
The Cotswolds,England,United Kingdom,Region,51.793333,-1.875,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its picturesque villages, rolling hills, and historic architecture.","A scenic region known for its picturesque villages, rolling hills, and historic architecture.",,,20,1,Autumn,0.47481685,15,14,0.387318008,0.655172414,0,0.518518519
The Cotswolds,England,United Kingdom,Region,51.793333,-1.875,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its picturesque villages, rolling hills, and historic architecture.","A scenic region known for its picturesque villages, rolling hills, and historic architecture.",,,20,1,Spring,0.341485507,18,11,0.423984674,0.655172414,0,0.62962963
The Cotswolds,England,United Kingdom,Region,51.793333,-1.875,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its picturesque villages, rolling hills, and historic architecture.","A scenic region known for its picturesque villages, rolling hills, and historic architecture.",,,20,1,Summer,0.145380435,25,4,0.50954023,0.655172414,0,0.888888889
The Cotswolds,England,United Kingdom,Region,51.793333,-1.875,1000000,British Pound Sterling (GBP),Christian (Anglican),"Fish and chips, Sunday roast, Afternoon tea",English,Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"Known for its picturesque villages, rolling hills, and historic architecture.","A scenic region known for its picturesque villages, rolling hills, and historic architecture.",,,20,1,Winter,0.934259259,5,24,0.265095786,0.655172414,0,0.148148148
Mdina,Central Region,Malta,City,35.884167,14.493889,1000000,Euro (EUR),Roman Catholic,"Pastizzi, Rabbit Stew, Imqaret","Maltese, English",Spring (April-May) or Fall (Sep-Oct),Medium-high,Generally safe,"A medieval walled city known as the ""Silent City,"" offering a glimpse into Malta's past.",,,,20,1,,,14,,0.375095786,0.655172414,0,0.481481481
Golden Circle,South Iceland,Iceland,Region,64.006944,-21.1325,1000000,Icelandic króna (ISK),Protestant,"Fish, Lamb, Skyr",Icelandic,Spring (May-June) or Fall (Sep-Oct),Medium-high,Generally safe,"A popular tourist route featuring Thingvellir National Park, Geysir geothermal area, and Gullfoss waterfall.",,,,20,1,,,14,,0.375095786,0.655172414,0,0.481481481
Cannes,Provence-Alpes-Côte d'Azur,France,Coastal City,43.542333,7.02427,800000,Euro,Roman Catholic,"Bouillabaisse, Aïoli, Panisse",French,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but be aware of pickpockets","A glamorous coastal city known for its film festival, luxury shopping, and beautiful beaches.","World-famous for the Cannes Film Festival, featuring stunning views of the Mediterranean Sea.",306.678,59470,21,3,Autumn,0.571428571,7,22,0.46591954,0.689655172,0.5,0.222222222
Cannes,Provence-Alpes-Côte d'Azur,France,Coastal City,43.542333,7.02427,800000,Euro,Roman Catholic,"Bouillabaisse, Aïoli, Panisse",French,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but be aware of pickpockets","A glamorous coastal city known for its film festival, luxury shopping, and beautiful beaches.","World-famous for the Cannes Film Festival, featuring stunning views of the Mediterranean Sea.",306.678,59470,21,3,Spring,0.49365942,9,20,0.490363985,0.689655172,0.5,0.296296296
Cannes,Provence-Alpes-Côte d'Azur,France,Coastal City,43.542333,7.02427,800000,Euro,Roman Catholic,"Bouillabaisse, Aïoli, Panisse",French,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but be aware of pickpockets","A glamorous coastal city known for its film festival, luxury shopping, and beautiful beaches.","World-famous for the Cannes Film Festival, featuring stunning views of the Mediterranean Sea.",306.678,59470,21,3,Summer,0.457880435,12,17,0.527030651,0.689655172,0.5,0.407407407
Cannes,Provence-Alpes-Côte d'Azur,France,Coastal City,43.542333,7.02427,800000,Euro,Roman Catholic,"Bouillabaisse, Aïoli, Panisse",French,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but be aware of pickpockets","A glamorous coastal city known for its film festival, luxury shopping, and beautiful beaches.","World-famous for the Cannes Film Festival, featuring stunning views of the Mediterranean Sea.",306.678,59470,21,3,Winter,0.90462963,7,22,0.46591954,0.689655172,0.5,0.222222222
Zell am See,Salzburg,Austria,Town,47.516804,13.032121,800000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,A popular resort town known for its lakeside location and outdoor activities.,Zell am See offers breathtaking views of the Alps and a range of recreational activities.,24.9,53300,21,1,Autumn,0.39010989,22,7,0.484252873,0.689655172,0,0.777777778
Zell am See,Salzburg,Austria,Town,47.516804,13.032121,800000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,A popular resort town known for its lakeside location and outdoor activities.,Zell am See offers breathtaking views of the Alps and a range of recreational activities.,24.9,53300,21,1,Spring,0.315217391,21,8,0.472030651,0.689655172,0,0.740740741
Zell am See,Salzburg,Austria,Town,47.516804,13.032121,800000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,A popular resort town known for its lakeside location and outdoor activities.,Zell am See offers breathtaking views of the Alps and a range of recreational activities.,24.9,53300,21,1,Summer,0.4375,14,15,0.386475096,0.689655172,0,0.481481481
Zell am See,Salzburg,Austria,Town,47.516804,13.032121,800000,Euro,Roman Catholic,"Kaiserschmarrn, Wiener Schnitzel, Apfelstrudel",German,"Winter (Dec-Mar) for skiing, Summer (Jun-Sept)",Medium-high,Generally safe,A popular resort town known for its lakeside location and outdoor activities.,Zell am See offers breathtaking views of the Alps and a range of recreational activities.,24.9,53300,21,1,Winter,0.428240741,23,6,0.496475096,0.689655172,0,0.814814815
Lapland,Norrbotten County,Sweden,Region,67.005472,20.033294,500000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,"Winter (Dec-Mar) for Northern Lights, Summer (Jun-Aug) for hiking",Medium-high,Generally safe,"Northernmost region, known for Arctic landscapes, Northern Lights, and reindeer.","The northernmost region of Sweden, known for its Arctic landscapes, Northern Lights, and reindeer.",8.656485,55080,22,1,Autumn,0.264194139,26,3,0.544521073,0.724137931,0,0.925925926
Lapland,Norrbotten County,Sweden,Region,67.005472,20.033294,500000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,"Winter (Dec-Mar) for Northern Lights, Summer (Jun-Aug) for hiking",Medium-high,Generally safe,"Northernmost region, known for Arctic landscapes, Northern Lights, and reindeer.","The northernmost region of Sweden, known for its Arctic landscapes, Northern Lights, and reindeer.",8.656485,55080,22,1,Spring,0.222826087,26,3,0.544521073,0.724137931,0,0.925925926
Lapland,Norrbotten County,Sweden,Region,67.005472,20.033294,500000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,"Winter (Dec-Mar) for Northern Lights, Summer (Jun-Aug) for hiking",Medium-high,Generally safe,"Northernmost region, known for Arctic landscapes, Northern Lights, and reindeer.","The northernmost region of Sweden, known for its Arctic landscapes, Northern Lights, and reindeer.",8.656485,55080,22,1,Summer,0.191123188,24,5,0.520076628,0.724137931,0,0.851851852
Lapland,Norrbotten County,Sweden,Region,67.005472,20.033294,500000,Swedish krona (SEK),Protestant,"Köttbullar, Fika, Jansson's Temptation",Swedish,"Winter (Dec-Mar) for Northern Lights, Summer (Jun-Aug) for hiking",Medium-high,Generally safe,"Northernmost region, known for Arctic landscapes, Northern Lights, and reindeer.","The northernmost region of Sweden, known for its Arctic landscapes, Northern Lights, and reindeer.",8.656485,55080,22,1,Winter,0.468981481,20,9,0.471187739,0.724137931,0,0.703703704
Lofoten Islands,Nordland,Norway,Islands,68.005472,13.033294,500000,Norwegian krone (NOK),Protestant,"Fish, Reindeer, Brunost",Norwegian,Spring (May-June) or Fall (Sept-Oct),Medium-high,Generally safe,"Islands known for dramatic landscapes, fishing villages, and Northern Lights.","A group of islands known for their dramatic landscapes, fishing villages, and Northern Lights.",11.153,46417,22,1,Autumn,0.125457875,28,1,0.568965517,0.724137931,0,1
